chem_id	umap1	umap2	Chemical Library	ProductName	n_predicted_inhibited_strains	antibiotic	Reported Activity
HY-B0914A	2.9291484	2.214471	MCE	10-Undecenoic acid (zinc salt)	0	not_abx	NA
HY-B0914	2.9537203	2.1413987	MCE	10-Undecenoic acid	0	not_abx	NA
HY-B0910A	9.007333	6.3154035	MCE	Pyrithioxin (dihydrochloride)	0	not_abx	NA
HY-B0900	11.038463	6.6335945	MCE	Anethole	0	not_abx	NA
HY-B0896	4.1566787	1.2899393	MCE	Triacetin	0	not_abx	NA
HY-B0892	10.183759	8.137253	MCE	Benzyl alcohol	0	not_abx	NA
HY-B0891	-0.9293195	5.575064	MCE	17-Hydroxyprogesterone	0	not_abx	NA
HY-B0889	6.5595274	11.592507	MCE	Ethacridine (lactate monohydrate)	0	not_abx	NA
HY-B0887	9.349011	6.962988	MCE	Permethrin	0	not_abx	NA
HY-B0886A	7.211539	6.086886	MCE	Iproniazid	0	not_abx	NA
HY-B0886	7.115369	6.139552	MCE	Iproniazid (phosphate)	0	not_abx	NA
HY-B0882	6.5757813	5.726971	MCE	Edrophonium (chloride)	0	not_abx	NA
HY-B0878	-1.591804	4.97194	MCE	Halobetasol (propionate)	0	not_abx	NA
HY-B0811	11.089959	8.418183	MCE	Salicylamide	0	not_abx	NA
HY-B0796	3.3903844	0.46581924	MCE	Gastrodenol	0	not_abx	NA
HY-B0780	7.155408	8.512188	MCE	Fimasartan	0	not_abx	NA
HY-B0779	1.8345189	1.3910279	MCE	Teprenone	0	not_abx	NA
HY-B0774	7.987998	6.4057293	MCE	Seratrodast	0	not_abx	NA
HY-B0770	0.04498897	3.0141807	MCE	Artemotil	0	not_abx	NA
HY-B0769	9.795155	5.856022	MCE	Phenylephrine	0	not_abx	NA
HY-B0766	11.046523	5.6032233	MCE	Bicyclol	0	not_abx	NA
HY-B0930	8.5430565	11.389462	MCE	Efloxate	0	not_abx	NA
HY-B0932	4.6109586	3.7201571	MCE	Levocarnitine propionate (hydrochloride)	0	not_abx	NA
HY-B0934	11.16984	7.226885	MCE	Ethylparaben	0	not_abx	NA
HY-B1009	4.7162356	2.3093758	MCE	Ethylenediaminetetraacetic acid (trisodium salt)	0	not_abx	NA
HY-B1075	3.9742846	1.4965056	MCE	Fosfomycin (calcium)	0	abx	NA
HY-B1070	3.8114161	-1.5363394	MCE	DL-Xylose	0	not_abx	NA
HY-B1065	4.7452354	0.6761284	MCE	Aceglutamide	0	not_abx	NA
HY-B1063	2.4515724	4.1865206	MCE	Terpin (hydrate)	0	not_abx	NA
HY-B1060	-1.3847655	4.5839553	MCE	6α-Methylprednisolone 21-hemisuccinate (sodium salt)	0	not_abx	NA
HY-B1055	5.9361897	5.3735495	MCE	Carbetapentane (citrate)	0	not_abx	NA
HY-B1053	12.304678	4.4000535	MCE	Iotalamic acid	0	not_abx	NA
HY-B1048	10.36653	8.577481	MCE	Pasiniazid	0	not_abx	NA
HY-B1044	-0.27448627	5.865112	MCE	Idramantone	0	not_abx	NA
HY-B1024	4.747773	2.1257854	MCE	DL-Panthenol	0	not_abx	NA
HY-B1022	5.712991	1.7701005	MCE	Dimesna	0	not_abx	NA
HY-B1008	10.654711	8.378644	MCE	4-Aminobenzoic acid	0	not_abx	NA
HY-B0935	10.550998	8.301669	MCE	Benzyl benzoate	0	not_abx	NA
HY-B1000A	4.942898	1.0414964	MCE	L-SelenoMethionine	0	not_abx	NA
HY-B1000	4.8887105	1.0537287	MCE	Selenomethionine	0	not_abx	NA
HY-B0998	-0.6238225	5.6594424	MCE	Dehydrocholate (sodium)	0	not_abx	NA
HY-B0997	4.623889	8.52346	MCE	Hydroquinidine	0	not_abx	NA
HY-B0993	8.156066	5.9511747	MCE	Mangafodipir (trisodium)	0	not_abx	NA
HY-B0987	3.0413141	2.7771182	MCE	Ascorbyl palmitate	0	not_abx	NA
HY-B0986	8.563344	5.3167706	MCE	Hexylresorcinol	0	not_abx	NA
HY-B0979	7.248498	7.136017	MCE	Lobeline (hydrochloride)	0	not_abx	NA
HY-B0978	7.3665104	6.0468974	MCE	Diethyltoluamide	0	not_abx	NA
HY-B0967	9.748411	8.751835	MCE	Phthalylsulfacetamide	0	not_abx	NA
HY-B0944	5.3879027	2.8920264	MCE	Pidotimod	0	not_abx	NA
HY-B0762	4.5553617	3.75235	MCE	Acetyl-L-carnitine (hydrochloride)	0	not_abx	NA
HY-B0754	6.510008	10.593785	MCE	Hematoporphyrin	0	not_abx	NA
HY-B0538A	7.4630113	10.723482	MCE	Pemirolast (potassium)	0	not_abx	NA
HY-B0751	1.7964717	2.8202868	MCE	Fumagillin	0	not_abx	NA
HY-B0640	8.647075	7.9109707	MCE	Epinastine	0	not_abx	NA
HY-B0625	-1.0085356	4.7744136	MCE	Ciclesonide	0	not_abx	NA
HY-B0619	9.730082	9.242858	MCE	Zaltoprofen	0	not_abx	NA
HY-B0602A	5.927997	5.5959516	MCE	Desvenlafaxine (succinate hydrate)	0	not_abx	NA
HY-B0602	5.5190535	5.6479445	MCE	Desvenlafaxine	0	not_abx	NA
HY-B0600	6.8897915	4.6969543	MCE	Tafluprost	0	not_abx	NA
HY-B0597	2.5707173	-2.02067	MCE	Fondaparinux (sodium)	0	not_abx	NA
HY-B0595	6.273227	10.303156	MCE	Ramosetron (Hydrochloride)	0	not_abx	NA
HY-B0590	5.857495	5.1118374	MCE	Tetrabenazine	0	not_abx	NA
HY-B0586	4.288196	4.9484453	MCE	Methylcobalamin	0	not_abx	NA
HY-B0578A	8.168166	6.727831	MCE	Loxoprofen (sodium)	0	not_abx	NA
HY-B0578	8.205595	6.741231	MCE	Loxoprofen	0	not_abx	NA
HY-B0572	11.042963	8.46952	MCE	Zinc Pyrithione	0	not_abx	NA
HY-B0570	4.264037	3.9912446	MCE	Decamethonium (Bromide)	0	not_abx	NA
HY-B0568	8.216048	8.461057	MCE	Deferiprone	0	not_abx	NA
HY-B0566	8.797952	8.109143	MCE	Guanabenz (Acetate)	0	not_abx	NA
HY-B0564	7.8166027	8.202217	MCE	Sodium nitroprusside	0	not_abx	NA
HY-B0563C	6.222918	5.901282	MCE	Ropivacaine (mesylate)	0	not_abx	NA
HY-B0563B	6.2609906	5.981199	MCE	Ropivacaine (hydrochloride)	0	not_abx	NA
HY-B0563A	6.3676963	5.959607	MCE	Ropivacaine (hydrochloride monohydrate)	0	not_abx	NA
HY-B0563	6.278674	5.8309755	MCE	Ropivacaine	0	not_abx	NA
HY-B0562	7.5697603	8.317713	MCE	Methyclothiazide	0	not_abx	NA
HY-B0556A	6.9253526	6.7674513	MCE	Tetrahydrozoline (hydrochloride)	0	not_abx	NA
HY-B0551A	6.7166243	6.848518	MCE	Doxapram (hydrochloride hydrate)	0	not_abx	NA
HY-B0544	9.823584	9.653816	MCE	Sodium Picosulfate	0	not_abx	NA
HY-B0640A	8.575589	8.040521	MCE	Epinastine (hydrochloride)	0	not_abx	NA
HY-B0647	8.14015	6.336972	MCE	Butylphthalide	0	not_abx	NA
HY-B0655	8.384154	6.93887	MCE	Zofenopril (calcium)	0	not_abx	NA
HY-B0713	7.300708	11.65604	MCE	Amlexanox	0	not_abx	NA
HY-B0747	2.3751752	1.6806974	MCE	Eicosapentaenoic acid ethyl ester	0	not_abx	NA
HY-B0745	5.7384577	10.122361	MCE	Ramatroban	0	not_abx	NA
HY-B0744D	4.9554443	1.306337	MCE	L-Eflornithine (monohydrochloride)	0	not_abx	NA
HY-B0744B	4.9257665	1.3146794	MCE	Eflornithine (hydrochloride hydrate)	0	not_abx	NA
HY-B0742	-0.3925437	5.028922	MCE	Hydroxyprogesterone caproate	0	not_abx	NA
HY-B0739A	6.9904666	1.9862818	MCE	Citicoline (sodium)	0	not_abx	NA
HY-B0739	7.180309	1.7966099	MCE	Citicoline	0	not_abx	NA
HY-B0735A	9.94884	6.2295046	MCE	Fenoldopam (mesylate)	0	not_abx	NA
HY-B0730	4.6363506	-0.21367794	MCE	Pamidronate (disodium pentahydrate)	0	not_abx	NA
HY-B0722	6.7335205	2.8875315	MCE	Histamine (dihydrochloride)	0	not_abx	NA
HY-100008	1.9039803	1.4188957	MCE	Peretinoin	0	not_abx	NA
HY-B0711	4.7389526	0.5357938	MCE	Carglumic Acid	0	not_abx	NA
HY-B0659	5.4771934	9.584966	MCE	Brimonidine	0	not_abx	NA
HY-B0704	3.162862	1.4670191	MCE	Azelaic acid	0	not_abx	NA
HY-B0703	9.649543	8.222516	MCE	Eslicarbazepine acetate	0	not_abx	NA
HY-B0696A	5.9957747	7.7352886	MCE	Tiagabine (hydrochloride)	0	not_abx	NA
HY-B0691A	3.5809848	6.4091296	MCE	Ecabet (sodium)	0	not_abx	NA
HY-B0683	2.6102257	2.6775298	MCE	Limaprost	0	not_abx	NA
HY-B0679	2.721286	2.917866	MCE	Lubiprostone	0	not_abx	NA
HY-B0678	8.386112	5.797261	MCE	Metaxalone	0	not_abx	NA
HY-B0673	9.41164	9.223018	MCE	Pirfenidone	0	not_abx	NA
HY-B0661	8.755985	5.414276	MCE	Tamsulosin	0	not_abx	NA
HY-B0660	2.335059	1.6679741	MCE	Eicosapentaenoic Acid	0	not_abx	NA
HY-B0659A	5.570141	9.558586	MCE	Brimonidine (tartrate)	0	not_abx	NA
HY-B1092	3.7607455	-1.6432865	MCE	Gluconate (Calcium)	0	not_abx	NA
HY-B1092A	3.7742097	-1.6686313	MCE	Gluconate (sodium)	0	not_abx	NA
HY-B1102	8.66227	10.357101	MCE	Evans Blue	0	not_abx	NA
HY-B1109	7.3427377	5.654031	MCE	N-Acetylprocainamide	0	not_abx	NA
HY-B1744	9.120993	6.2423596	MCE	Pyridoxal phosphate	0	not_abx	NA
HY-B1742	9.343021	1.6363591	MCE	Proxyphylline	0	not_abx	NA
HY-B1739	-0.79187703	5.618242	MCE	Pregnenolone monosulfate	0	not_abx	NA
HY-B1724	3.8830993	3.0504332	MCE	Perflubron	0	not_abx	NA
HY-B1718	5.1146154	3.703352	MCE	Choline theophyllinate	0	not_abx	NA
HY-B1716	6.4681544	11.656506	MCE	L-5-Hydroxytryptophan	0	not_abx	NA
HY-B1715	5.3080134	2.251949	MCE	Oxiracetam	0	not_abx	NA
HY-B1710	-0.72531265	5.512097	MCE	Norethindrone acetate	0	not_abx	NA
HY-B1700A	8.744607	4.809398	MCE	Mivacurium (dichloride)	0	not_abx	NA
HY-B1684	8.077785	5.8780775	MCE	Mebrofenin	0	not_abx	NA
HY-B1671	10.115175	7.2581987	MCE	(+)-Kavain	0	not_abx	NA
HY-B1659	4.0177984	-1.3599002	MCE	Glycerol	0	not_abx	NA
HY-B1658A	5.5155277	9.999568	MCE	Frovatriptan (succinate hydrate)	0	not_abx	NA
HY-B1657A	9.867222	8.49869	MCE	Fosphenytoin (disodium)	0	not_abx	NA
HY-B1620	2.6810598	1.7770642	MCE	Polyvinylpyrrolidone	0	not_abx	NA
HY-B1616	-1.1285737	4.726486	MCE	Clobetasone butyrate	0	not_abx	NA
HY-B1610	3.347405	0.49022838	MCE	Sodium citrate (dihydrate)	0	not_abx	NA
HY-B1604	7.1464634	5.300678	MCE	Chloroprocaine (hydrochloride)	0	not_abx	NA
HY-B1587	9.399098	5.516444	MCE	Carbazochrome	0	not_abx	NA
HY-B1583	7.962975	4.9640393	MCE	(Z)-Capsaicin	0	not_abx	NA
HY-B1560	12.624993	6.979053	MCE	Bismuth subgallate	0	not_abx	NA
HY-B1542A	8.397149	7.182954	MCE	Benactyzine hydrochloride	0	not_abx	NA
HY-B1510	7.779929	7.460643	MCE	Acrivastine	0	not_abx	NA
HY-B1508	6.906371	11.700827	MCE	Vitamin K4	0	not_abx	NA
HY-B1497	8.859762	9.115324	MCE	Silver sulfadiazine	0	abx	NA
HY-B1745	8.900252	6.122629	MCE	Pyridoxylamine	0	not_abx	NA
HY-B1761	-0.46959093	4.5122256	MCE	Santonin	0	not_abx	NA
HY-B1768	5.7941055	1.4087973	MCE	Succimer	0	not_abx	NA
HY-B1897A	9.596548	7.410179	MCE	Menadione bisulfite (sodium)	0	not_abx	NA
HY-B2115	12.1772175	6.8104515	MCE	Sulfogaiacol	0	not_abx	NA
HY-B2114	-0.36207688	3.0685241	MCE	Escin	0	not_abx	NA
HY-B2113	4.1832933	1.7520305	MCE	Bromisoval	0	not_abx	NA
HY-B2106	2.5483599	3.2293642	MCE	Polidocanol	0	not_abx	NA
HY-B2087	9.156746	7.4243207	MCE	Glycerol phenylbutyrate	0	not_abx	NA
HY-B2082	6.5953374	2.4973528	MCE	Fursultiamine	0	not_abx	NA
HY-B2070	7.418179	7.0632706	MCE	Methylbenactyzium Bromide	0	not_abx	NA
HY-B2064	9.447789	7.043853	MCE	Carboxin	0	not_abx	NA
HY-B1934	3.3308656	3.0071635	MCE	Methyl stearate	0	not_abx	NA
HY-B1901	6.160632	5.6891384	MCE	Eperisone (Hydrochloride)	0	not_abx	NA
HY-B1898	8.676387	6.0729795	MCE	Metadoxine	0	not_abx	NA
HY-B1888B	10.084169	8.663152	MCE	Bromfenac (sodium hydrate)	0	not_abx	NA
HY-B1776	5.015091	1.8934842	MCE	Spermidine	0	not_abx	NA
HY-B1888A	10.077436	8.724944	MCE	Bromfenac (sodium)	0	not_abx	NA
HY-B1885	9.189763	6.362135	MCE	Fenitrothion	0	not_abx	NA
HY-B1851	5.468676	5.7322016	MCE	Hexythiazox	0	not_abx	NA
HY-B1836	4.573989	3.848689	MCE	Mildronate	0	not_abx	NA
HY-B1833	7.7184687	10.683891	MCE	Afloqualone	0	not_abx	NA
HY-B1826	8.778488	1.1465197	MCE	Adefovir	0	not_abx	NA
HY-B1815	9.070907	1.7791387	MCE	Xanthinol Nicotinate	0	not_abx	NA
HY-B1805	9.455748	9.476011	MCE	Triclocarban	0	not_abx	NA
HY-B1804	3.2585702	2.7090902	MCE	Tricaprilin	0	not_abx	NA
HY-B1784	8.243559	9.05928	MCE	Sulfisomidin	0	not_abx	NA
HY-B1779	2.4872527	-2.5281465	MCE	Sucrose	0	not_abx	NA
HY-B1493	10.380372	8.454965	MCE	Bentiromide	0	not_abx	NA
HY-B1480	7.050049	11.149458	MCE	Ethoxzolamide	0	not_abx	NA
HY-B1472	-0.84863156	5.2549195	MCE	Deoxycorticosterone acetate	0	not_abx	NA
HY-B1204	6.6958995	2.8457775	MCE	Histamine	0	not_abx	NA
HY-B1276	9.044101	5.4219217	MCE	Metaproterenol (hemisulfate)	0	not_abx	NA
HY-B1263	3.9676392	2.8534646	MCE	Chlorobutanol	0	not_abx	NA
HY-B1259	4.562534	1.4955753	MCE	6-Acetamidohexanoic acid	0	not_abx	NA
HY-B1258	9.749261	7.4881	MCE	4-(Aminomethyl)benzoic acid	0	not_abx	NA
HY-B1253	4.3393617	3.4669871	MCE	Chlormethine (hydrochloride)	0	not_abx	NA
HY-B1245	11.816287	8.147285	MCE	Salsalate	0	not_abx	NA
HY-B1239	5.7279334	5.536639	MCE	Drofenine (hydrochloride)	0	not_abx	NA
HY-B1236	9.167729	8.20443	MCE	Sulfacarbamide	0	not_abx	NA
HY-B1235	5.0064945	0.34176397	MCE	Acetohydroxamic acid	0	not_abx	NA
HY-B1223	8.332069	9.980497	MCE	Anethole (trithione)	0	not_abx	NA
HY-B1216	6.235301	5.2315006	MCE	Oxeladin (citrate)	0	not_abx	NA
HY-B1198	6.4900837	4.7309494	MCE	Piperonyl butoxide	0	not_abx	NA
HY-B1285	6.006665	1.7150372	MCE	Dimercaprol	0	not_abx	NA
HY-B1194	6.865963	6.889022	MCE	Tetramisole (hydrochloride)	0	not_abx	NA
HY-B1189	3.3241708	1.0351403	MCE	Meglutol	0	not_abx	NA
HY-B1178	6.0553064	6.7340775	MCE	Cotinine	0	not_abx	NA
HY-B1173	-0.05650338	5.6936426000000004	MCE	(+)-Camphor	0	not_abx	NA
HY-B1172	2.5505974	-2.4048235	MCE	Lactulose	0	not_abx	NA
HY-B1170	5.3220005	5.9004073	MCE	Cyclandelate	0	not_abx	NA
HY-B1167	1.0975877	5.594738	MCE	Ajmaline	0	not_abx	NA
HY-B1139	6.091262	5.916619	MCE	Tolperisone (hydrochloride)	0	not_abx	NA
HY-B1132	6.847555	7.0234137	MCE	Clidinium (bromide)	0	not_abx	NA
HY-B1127	9.688406	7.4662232	MCE	Betamipron	0	not_abx	NA
HY-B1125	3.3116326	-0.8967976	MCE	Glucosamine	0	not_abx	NA
HY-B1280	7.0893908	6.1230373	MCE	Nikethamide	0	not_abx	NA
HY-B1289	3.5758464	3.3954263	MCE	Cetylpyridinium (chloride monohydrate)	0	not_abx	NA
HY-B1469	2.2864623	-2.5787008	MCE	Isosorbide	0	not_abx	NA
HY-B1391	4.714421	2.0742395	MCE	D-Panthenol	0	not_abx	NA
HY-B1468	10.068199	1.5826613	MCE	8-Azaguanine	0	not_abx	NA
HY-B1467	5.4361444	5.093364	MCE	Domiphen (bromide)	0	not_abx	NA
HY-B1465	3.429755	3.0030644	MCE	1-Hexadecanol	0	not_abx	NA
HY-B1464	3.6734731	3.4074714	MCE	Cetylpyridinium (chloride)	0	not_abx	NA
HY-B1451	7.1922674	5.550742	MCE	Imidapril (hydrochloride)	0	not_abx	NA
HY-B1428	9.285336	6.889406	MCE	2-Ethoxybenzamide	0	not_abx	NA
HY-B1422	7.082741	11.963489	MCE	9-Aminoacridine	0	not_abx	NA
HY-B1419	11.208763	7.7543464	MCE	Salicyl alcohol	0	not_abx	NA
HY-B1414	10.718998	6.787019	MCE	Chloroxylenol	0	not_abx	NA
HY-B1411	3.147734	-2.3354697	MCE	i-Inositol	0	not_abx	NA
HY-B1408	11.1696005	8.195741	MCE	Salicylanilide	0	not_abx	NA
HY-B1389	3.0274255	-2.1520398	MCE	Lactitol (monohydrate)	0	not_abx	NA
HY-B1290	9.89126	7.9022655	MCE	2-Phenylethanol	0	not_abx	NA
HY-B1383	-1.1902357	4.9411964	MCE	Dichlorisone acetate	0	not_abx	NA
HY-B1359	6.2314467	9.807566	MCE	Methylene blue (trihydrate)	0	not_abx	NA
HY-B1352	5.1122117	1.058942	MCE	L-Ornithine	0	not_abx	NA
HY-B1347	6.716673	5.994568	MCE	Clorprenaline hydrochloride	0	not_abx	NA
HY-B1346	4.958876	0.6047108	MCE	DL-Glutamine	0	not_abx	NA
HY-B1337	4.644107	3.791173	MCE	Choline (chloride)	0	not_abx	NA
HY-B1331	6.9681387	2.6923456	MCE	Cyromazine	0	not_abx	NA
HY-B1318	4.241501	-0.4685033	MCE	Foscarnet (sodium)	0	not_abx	NA
HY-B1306	9.698631	7.789869	MCE	4-Aminohippuric acid	0	not_abx	NA
HY-B1304	2.799216	4.748795	MCE	(-)-Sparteine (sulfate pentahydrate)	0	not_abx	NA
HY-B1295	3.4223082	0.42234942	MCE	Citric acid (trilithium salt tetrahydrate)	0	not_abx	NA
HY-B0542	-0.26981533	3.1743934	MCE	Ouabain (Octahydrate)	0	not_abx	NA
HY-18733	5.347534	2.59007	MCE	Lipoic acid	0	not_abx	NA
HY-75087	4.577407	2.8999093	MCE	(R)-pyrrolidine-2-carboxylic acid	0	not_abx	NA
HY-A0002	7.1013637	6.7916675	MCE	Solifenacin (Succinate)	0	not_abx	NA
HY-90010	7.2449336	6.6946964	MCE	Tolterodine (tartrate)	0	not_abx	NA
HY-90009A	5.741395	10.164264	MCE	Tadalafil	0	not_abx	NA
HY-90005	8.48892	8.992885	MCE	Etravirine	0	not_abx	NA
HY-79494	2.963991	0.3037768	MCE	Glyoxalic acid	0	not_abx	NA
HY-79334	3.9438665	-1.2176749	MCE	(S)-(+)-1,2-Propanediol	0	not_abx	NA
HY-79077	6.2219014	9.710927	MCE	Osimertinib (dimesylate)	0	not_abx	NA
HY-77956	3.7809606	-1.4101155	MCE	Thyminose	0	not_abx	NA
HY-77839	-1.1250477	5.5525885	MCE	Cortodoxone	0	not_abx	NA
HY-77641	10.121509	7.5531716	MCE	Cinnamoylglycine	0	not_abx	NA
HY-77591	5.9566994	1.4212325	MCE	Cysteamine hydrochloride	0	not_abx	NA
HY-76772	2.9531999	4.353027	MCE	Cevimeline (hydrochloride hemihydrate)	0	not_abx	NA
HY-76691	3.7026832	-1.6878811	MCE	D-Ribonolactone	0	not_abx	NA
HY-76657A	7.2294216	6.622561	MCE	Alvimopan (dihydrate)	0	not_abx	NA
HY-76569	7.456364	6.685871	MCE	Desfesoterodine	0	not_abx	NA
HY-76547	10.414742	8.465143	MCE	p-Toluic acid	0	not_abx	NA
HY-76504	11.957789	6.671143	MCE	2,6-Dimethoxybenzoic acid	0	not_abx	NA
HY-76299	5.4690037	5.3984256	MCE	Galanthamine	0	not_abx	NA
HY-76225	-0.32518837	3.9071772	MCE	Monoammonium glycyrrhizinate hydrate	0	not_abx	NA
HY-76201	5.548776	3.100833	MCE	Dexrazoxane (hydrochloride)	0	not_abx	NA
HY-76063	10.02717	7.911967	MCE	Methyl phenylacetate	0	not_abx	NA
HY-75954	3.4905047	1.3931066	MCE	2-Hydroxyhexanoic acid	0	not_abx	NA
HY-75502	6.1773047	7.651264	MCE	Rotigotine	0	not_abx	NA
HY-75342	11.918041	6.4355845	MCE	Methyl vanillate	0	not_abx	NA
HY-75247	10.875629	7.446152	MCE	Coumaran	0	not_abx	NA
HY-A0003	8.08282	5.6096444	MCE	Lenalidomide	0	not_abx	NA
HY-A0003B	8.031775	5.578876	MCE	Lenalidomide (hemihydrate)	0	not_abx	NA
HY-A0006	6.331154	2.828229	MCE	Pentostatin	0	not_abx	NA
HY-A0063	5.283098	6.922795	MCE	Tipiracil (hydrochloride)	0	not_abx	NA
HY-A0142A	5.311089	6.6683154	MCE	Dapiprazole (hydrochloride)	0	not_abx	NA
HY-A0132	3.2849278	-1.3094343	MCE	N-Acetyl-D-glucosamine	0	not_abx	NA
HY-A0129	6.732404	2.8229392	MCE	Histamine (phosphate)	0	not_abx	NA
HY-A0124A	6.875507	2.563484	MCE	Sapropterin (dihydrochloride)	0	not_abx	NA
HY-A0119	7.8585987	8.2614155	MCE	Nitroprusside (disodium dihydrate)	0	not_abx	NA
HY-A0096	2.4596353	2.8349671	MCE	Iloprost	0	not_abx	NA
HY-A0087	8.092216	7.068035	MCE	Octocrylene	0	not_abx	NA
HY-A0083	4.5487614	3.6757483	MCE	Methacholine (chloride)	0	not_abx	NA
HY-A0082	7.3097186	6.9930677	MCE	Diphenidol (hydrochloride)	0	not_abx	NA
HY-A0080	9.720087	7.6768217	MCE	Aminohippurate (sodium)	0	not_abx	NA
HY-A0075	7.0212097	7.10826	MCE	Decloxizine (dihydrochloride)	0	not_abx	NA
HY-A0060	3.7138188	1.8974583	MCE	Malotilate	0	not_abx	NA
HY-A0007	6.172029	7.8018637	MCE	Rotigotine (Hydrochloride)	0	not_abx	NA
HY-A0043A	5.977454	5.793129	MCE	Cilazapril (monohydrate)	0	not_abx	NA
HY-A0042	6.259615	9.2492075	MCE	Rufinamide	0	not_abx	NA
HY-A0032A	8.56815	1.6001174	MCE	Valganciclovir (hydrochloride)	0	not_abx	NA
HY-A0024	7.371244	6.798438	MCE	Tolterodine	0	not_abx	NA
HY-A0023	5.9620295	7.030286	MCE	Alogliptin (Benzoate)	0	not_abx	NA
HY-A0022A	5.809119	7.7891936	MCE	Azaphen (dihydrochloride monohydrate)	0	not_abx	NA
HY-A0021	4.690203	6.273747	MCE	Palonosetron (Hydrochloride)	0	not_abx	NA
HY-A0019	4.96045	8.776753	MCE	Paliperidone	0	not_abx	NA
HY-A0014	6.601026	5.400452	MCE	Ramelteon	0	not_abx	NA
HY-A0009	5.3934865	5.45043	MCE	Galanthamine (hydrobromide)	0	not_abx	NA
HY-A0008	5.1055384	7.4401016	MCE	Talipexole dihydrochloride	0	not_abx	NA
HY-75161	2.5705316	4.2548685	MCE	(-)-Menthol	0	not_abx	NA
HY-75054	-0.6496481	5.3755946	MCE	Abiraterone acetate	0	not_abx	NA
HY-B0523A	6.609437	7.7046304	MCE	Anagrelide (hydrochloride)	0	not_abx	NA
HY-70057A	8.837313	6.963775	MCE	Safinamide (mesylate)	0	not_abx	NA
HY-34740	3.3121734	0.62317055	MCE	Ethylmalonic acid	0	not_abx	NA
HY-34204	11.035558	7.378079	MCE	2'-Hydroxy-4'-methylacetophenone	0	not_abx	NA
HY-33914	8.266291	9.338998	MCE	4-Hydroxymethylpyrazole	0	not_abx	NA
HY-33212	3.5918293	-1.179939	MCE	D-N-Acetylgalactosamine	0	not_abx	NA
HY-32736	-0.7575631	4.591497	MCE	Triptonide	0	not_abx	NA
HY-32735	-0.6649253	4.6131353	MCE	Triptolide	0	not_abx	NA
HY-32721	6.641697	9.908054	MCE	Neratinib	0	not_abx	NA
HY-32329A	7.986534	7.753167	MCE	Setiptiline (maleate)	0	not_abx	NA
HY-32329	7.9528365	7.7114644	MCE	Setiptiline	0	not_abx	NA
HY-30270	11.819906	7.344809	MCE	Mequinol	0	not_abx	NA
HY-30220	10.259899	8.039787	MCE	(S)-2-Hydroxy-3-phenylpropanoic acid	0	not_abx	NA
HY-30219	10.3364525	8.106702	MCE	D-​(+)​-​Phenyllactic acid	0	not_abx	NA
HY-30215	3.5283477	1.4180856	MCE	(S)-Leucic acid	0	not_abx	NA
HY-30151	7.6771274	12.590447	MCE	Methoxsalen	0	not_abx	NA
HY-21088	5.3088937	2.4389794	MCE	3-Amino-2-piperidinone	0	not_abx	NA
HY-20685	3.5752406	2.8234465	MCE	Impulsin	0	not_abx	NA
HY-19930	6.2520432	6.338054	MCE	Vaborbactam	0	not_abx	NA
HY-19912	7.3598757	11.40035	MCE	Fruquintinib	0	not_abx	NA
HY-19730	6.610222	9.389091	MCE	Olmutinib	0	not_abx	NA
HY-19657	9.935955	1.6137973	MCE	Oxypurinol	0	not_abx	NA
HY-19569	5.0018053	9.233232	MCE	Upadacitinib	0	not_abx	NA
HY-19568	4.2657638	8.434427	MCE	Peficitinib	0	not_abx	NA
HY-19447	8.5973835	1.122998	MCE	Besifovir	0	not_abx	NA
HY-19424	6.6105323	10.734541	MCE	Hemin	0	not_abx	NA
HY-18980	10.989832	6.6224046	MCE	Rottlerin	0	not_abx	NA
HY-40135	4.6442738	2.8229604	MCE	L-Hydroxyproline	0	not_abx	NA
HY-40161	6.9867578	12.023426	MCE	Indole-3-carboxylic acid	0	not_abx	NA
HY-40354	4.847187	8.587934	MCE	Tofacitinib	0	not_abx	NA
HY-50858	5.0345373	9.109376	MCE	Ruxolitinib (phosphate)	0	not_abx	NA
HY-70057	8.811972	6.9325657	MCE	Safinamide	0	not_abx	NA
HY-70050C	6.1173	9.896557	MCE	Alosetron (Hydrochloride)	0	not_abx	NA
HY-70013	-0.72356594	5.649895	MCE	Abiraterone	0	not_abx	NA
HY-70002	6.9747686	7.9960966000000004	MCE	Enzalutamide	0	not_abx	NA
HY-69014	8.547384	8.875735	MCE	2-O-Methylcytosine	0	not_abx	NA
HY-66012	7.489288	5.138062	MCE	Proparacaine (Hydrochloride)	0	not_abx	NA
HY-66010	7.394334	4.753808	MCE	Cinepazide (Maleate)	0	not_abx	NA
HY-66009	10.100685	7.3199463	MCE	Epalrestat	0	not_abx	NA
HY-59132	9.039301	7.360372	MCE	2-Amino-1-phenylethanol	0	not_abx	NA
HY-59125	10.185777	8.246035	MCE	(R,R)-(+)-Hydrobenzoin	0	not_abx	NA
HY-50903	6.543686	7.582013	MCE	Rivaroxaban	0	not_abx	NA
HY-50856A	4.986314	9.089462	MCE	Ruxolitinib (S enantiomer)	0	not_abx	NA
HY-40354A	5.050524	8.201612	MCE	Tofacitinib (citrate)	0	not_abx	NA
HY-50856	5.1206665	9.022035	MCE	Ruxolitinib	0	not_abx	NA
HY-50767A	5.033344	8.488196	MCE	Palbociclib (hydrochloride)	0	not_abx	NA
